Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
Maruti Celerio ZXI AMT,Hyderabad,2016,"60,903",Petrol,2nd,"4,19,099"
Maruti Wagon R 1.0 LXI LPG,Hyderabad,2012,"83,889",Petrol + LPG,2nd,"3,06,699"
Maruti Wagon R 1.0 LXI CNG,Hyderabad,2012,"79,870",Petrol + CNG,1st,"3,09,399"
Maruti Zen Estilo LXI,Hyderabad,2009,"95,532",Petrol,2nd,"2,08,599"
Hyundai i10 SPORTZ 1.2,Hyderabad,2008,"89,270",Petrol,1st,"2,60,699"
Honda Jazz 1.2 V AT,Hyderabad,2016,"69,309",Petrol,2nd,"5,94,299"
Maruti Swift VXI 1.3,Hyderabad,2008,"95,854",Petrol,2nd,"2,58,599"
Maruti Baleno ALPHA DDIS 190,Hyderabad,2018,"60,058",Diesel,2nd,"7,27,299"
Maruti Dzire VDI,Hyderabad,2018,"44,380",Diesel,1st,"7,36,699"
Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2011,"93,562",Petrol,2nd,"2,81,999"
Maruti Baleno ALPHA DDIS 190,Hyderabad,2018,"64,442",Diesel,1st,"7,02,199"
Maruti Swift Dzire VDI BS IV,Hyderabad,2013,"85,864",Diesel,2nd,"4,84,399"
Maruti Alto K10 LXI,Hyderabad,2010,"1,02,362",Petrol,2nd,"1,84,899"
Honda City 1.5 V MT,Hyderabad,2019,"11,500",Petrol,1st,"9,32,099"
Maruti Dzire VDI,Hyderabad,2017,"73,075",Diesel,2nd,"5,94,499"
Hyundai Creta 1.6 SX AT CRDI,Hyderabad,2019,"16,992",Diesel,1st,"14,34,299"
Hyundai i10 SPORTZ 1.2,Hyderabad,2010,"88,741",Petrol,2nd,"2,91,299"
Maruti Alto K10 LXI,Hyderabad,2010,"1,01,672",Petrol,1st,"1,90,599"
Honda City ZX CVT ANNIVERSARY EDITION,Hyderabad,2018,"55,357",Petrol,1st,"10,21,499"
Honda City VX CVT PETROL,Hyderabad,2017,"89,362",Petrol,1st,"8,76,999"
Honda City V MT PETROL,Hyderabad,2012,"87,615",Petrol,1st,"4,62,199"
Hyundai i10 SPORTZ 1.2,Hyderabad,2010,"95,991",Petrol,2nd,"2,41,399"
Maruti Swift VDI,Hyderabad,2013,"1,08,649",Diesel,1st,"4,02,599"
Hyundai Santro Xing GLS,Hyderabad,2009,"1,05,529",Petrol,1st,"1,72,299"
Hyundai Elite i20 SPORTZ 1.2,Hyderabad,2017,"87,864",Petrol,2nd,"5,99,699"
Maruti Celerio VXI AMT,Hyderabad,2016,"98,377",Petrol,1st,"3,83,699"
Honda City V AT,Hyderabad,2010,"1,67,063",Petrol,1st,"4,05,699"
Hyundai Eon MAGNA PLUS,Hyderabad,2015,"82,502",Petrol,1st,"2,89,199"
Maruti Vitara Brezza ZDI AMT,Hyderabad,2019,"37,775",Diesel,1st,"8,81,399"
Hyundai i10 SPORTZ 1.2 KAPPA2,Hyderabad,2011,"1,12,315",Petrol,2nd,"3,11,399"
Hyundai Elite i20 ASTA 1.2,Hyderabad,2016,"88,256",Petrol,1st,"5,38,499"
Maruti Alto 800 LXI,Hyderabad,2013,"80,448",Petrol,1st,"2,35,899"
Maruti Alto K10 VXI,Hyderabad,2012,"94,205",Petrol,2nd,"2,77,599"
Volkswagen Vento HIGHLINE DIESEL,Hyderabad,2013,"80,714",Diesel,2nd,"4,88,599"
Hyundai Creta 1.6 SX PLUS DIESEL,Hyderabad,2015,"55,867",Diesel,1st,"8,70,299"
Maruti Baleno ALPHA DDIS 190,Hyderabad,2018,"74,535",Diesel,1st,"7,08,899"
Maruti Ritz VDI,Hyderabad,2012,"1,36,808",Diesel,1st,"3,00,999"
Maruti Swift Dzire ZXI 1.2 BS IV,Hyderabad,2015,"1,06,675",Petrol,1st,"5,26,799"
Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2010,"1,19,179",Petrol,1st,"2,25,699"
Maruti Alto K10 VXI,Hyderabad,2010,"1,03,152",Petrol,1st,"2,00,199"
Hyundai Elite i20 SPORTZ 1.2,Hyderabad,2016,"88,860",Petrol,1st,"5,78,599"
Maruti Ritz VDI,Hyderabad,2011,"1,14,828",Diesel,2nd,"3,07,499"
Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2011,"1,16,983",Petrol,2nd,"2,45,499"
Maruti Swift VDI,Hyderabad,2012,"1,09,445",Diesel,2nd,"4,00,399"
Maruti Wagon R Duo LXI LPG,Hyderabad,2009,"1,97,377",Petrol + LPG,1st,"1,71,999"
Maruti Alto K10 VXI,Hyderabad,2013,"81,944",Petrol,1st,"2,47,099"
Hyundai i20 MAGNA O 1.4 CRDI,Hyderabad,2012,"1,07,848",Diesel,2nd,"3,75,099"
Maruti Alto LXI,Hyderabad,2009,"1,55,996",Petrol + LPG,1st,"1,67,599"
Maruti Ritz LDI,Hyderabad,2012,"1,02,870",Diesel,2nd,"2,94,999"
Maruti Alto 800 LXI CNG,Hyderabad,2012,"1,03,748",Petrol + CNG,1st,"2,48,499"
Maruti Wagon R 1.0 VXI,Hyderabad,2012,"1,05,694",Petrol,1st,"3,23,899"
Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2012,"1,12,871",Petrol,1st,"4,00,599"
Maruti Swift VDI ABS,Hyderabad,2016,"82,732",Diesel,2nd,"4,99,899"
Maruti Wagon R LXI,Hyderabad,2007,"1,17,899",Petrol,2nd,"1,77,599"
Maruti Alto LXI,Hyderabad,2011,"1,18,602",Petrol,1st,"2,09,399"
Hyundai Santro Xing GLS,Hyderabad,2010,"1,07,657",Petrol,1st,"2,36,799"
Hyundai Elite i20 SPORTZ 1.2,Hyderabad,2017,"97,090",Petrol,1st,"5,93,999"
Maruti Swift VDI,Hyderabad,2010,"1,15,217",Diesel,2nd,"3,20,799"
Hyundai i10 SPORTZ 1.2 KAPPA2,Hyderabad,2012,"1,14,748",Petrol,1st,"2,85,499"
Maruti Vitara Brezza VDI OPT,Hyderabad,2017,"1,08,339",Diesel,1st,"6,57,699"
Maruti Swift VDI ABS,Hyderabad,2015,"98,101",Diesel,1st,"4,70,599"
Hyundai Creta 1.6 SX CRDI,Hyderabad,2016,"76,226",Diesel,1st,"9,79,599"
Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2015,"1,07,589",Petrol,1st,"5,20,199"
Maruti Swift ZDI,Hyderabad,2012,"1,01,039",Diesel,1st,"4,51,199"
Maruti Swift Dzire VDI BS IV,Hyderabad,2015,"97,036",Diesel,1st,"5,14,899"
Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2015,"1,01,946",Petrol,2nd,"5,01,899"
Maruti Ciaz ALPHA 1.3 DDIS SHVS,Hyderabad,2017,"1,10,150",Diesel,1st,"7,42,699"
Hyundai Xcent S 1.2,Hyderabad,2015,"91,984",Petrol,1st,"4,00,999"
Hyundai Elite i20 ASTA 1.2,Hyderabad,2015,"1,11,482",Petrol,2nd,"5,13,599"
Hyundai Creta 1.6 CRDI SX PLUS AUTO,Hyderabad,2015,"87,171",Diesel,1st,"9,05,899"
Volkswagen Polo HIGHLINE1.2L PETROL,Hyderabad,2016,"95,987",Petrol,1st,"5,11,299"
Maruti Alto K10 VXI,Hyderabad,2012,"1,03,887",Petrol,1st,"2,14,199"
Renault Duster RXL AMT 110 PS,Hyderabad,2016,"1,12,458",Diesel,1st,"5,94,499"
Maruti Wagon R Duo LXI LPG,Hyderabad,2010,"1,51,076",Petrol + LPG,2nd,"2,42,299"
Maruti Swift VDI,Hyderabad,2012,"1,46,225",Diesel,1st,"3,47,699"
Maruti Swift Dzire VDI OPT,Hyderabad,2017,"97,259",Diesel,1st,"6,26,499"
Maruti Baleno ALPHA DDIS 190,Hyderabad,2018,"93,565",Diesel,1st,"7,38,299"
Maruti Swift VDI,Hyderabad,2012,"1,64,028",Diesel,1st,"3,96,999"
Hyundai Verna FLUIDIC 1.6 EX CRDI,Hyderabad,2012,"1,38,713",Diesel,1st,"4,36,799"
Maruti Swift VXI,Hyderabad,2014,"1,01,747",Petrol,1st,"4,27,999"
Maruti Swift ZDI,Hyderabad,2012,"1,64,757",Diesel,1st,"3,79,199"
Ford Figo 1.4 ZXI DURATORQ,Hyderabad,2014,"1,20,930",Diesel,1st,"2,89,699"
Maruti Alto 800 LXI,Hyderabad,2012,"1,26,194",Petrol,2nd,"2,41,699"
Maruti Alto K10 VXI,Hyderabad,2015,"2,34,522",Petrol,1st,"2,37,999"
Maruti Vitara Brezza VDI AMT,Hyderabad,2018,"99,039",Diesel,2nd,"8,07,099"
Maruti Baleno ALPHA DDIS 190,Hyderabad,2016,"1,26,738",Diesel,1st,"5,97,899"
Maruti Ciaz ZDI,Hyderabad,2015,"1,36,968",Diesel,1st,"5,36,699"
Hyundai Creta 1.6 CRDI SX PLUS AUTO,Hyderabad,2016,"1,08,963",Diesel,1st,"9,30,999"
Maruti Swift ZDI,Hyderabad,2015,"1,71,277",Diesel,1st,"4,87,099"
Maruti Baleno ZETA DDIS 190,Hyderabad,2016,"2,00,759",Diesel,1st,"5,72,499"
Hyundai Santro Xing GLS LPG,Hyderabad,2012,"1,29,644",Petrol + LPG,2nd,"2,68,399"
Toyota Innova 2.5 GX 7 STR BS IV,Hyderabad,2016,"2,14,144",Diesel,1st,"8,97,999"
Maruti Baleno ALPHA 1.2 K12,Hyderabad,2018,"1,42,383",Petrol,1st,"6,31,699"
Honda City VX MT PETROL,Hyderabad,2015,"1,21,587",Petrol,1st,"5,89,999"
Maruti Dzire VDI,Hyderabad,2017,"1,75,702",Diesel,2nd,"5,96,599"
Hyundai Santro Xing GLS LPG,Hyderabad,2009,"93,933",Petrol + LPG,2nd,"1,85,299"
Maruti Alto 800 LXI,Hyderabad,2012,"89,758",Petrol,2nd,"1,92,499"
Maruti OMNI E STD,Hyderabad,2015,10,Petrol,1st,"2,02,499"
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Hyderabad,2015,"40,949",Petrol,1st,"4,42,499"
Maruti Wagon R 1.0 LXI CNG,Hyderabad,2011,"59,661",Petrol + CNG,2nd,"3,10,399"
Hyundai Eon ERA PLUS,Hyderabad,2017,"34,948",Petrol,2nd,"3,01,499"
Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2011,"55,421",Petrol,2nd,"2,56,499"
Maruti Wagon R Stingray VXI,Hyderabad,2014,"50,310",Petrol,2nd,"3,84,899"
Volkswagen Ameo HIGHLINE 1.2,Hyderabad,2016,"42,970",Petrol,2nd,"4,92,299"
Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2010,"78,839",Petrol,2nd,"2,48,899"
Maruti OMNI E STD,Hyderabad,2018,"45,120",Petrol,1st,"2,90,499"
Hyundai Santro Xing GLS LPG,Hyderabad,2009,"71,409",Petrol + LPG,2nd,"2,28,699"
Hyundai i10 MAGNA,Hyderabad,2009,"75,263",Petrol,2nd,"2,21,899"
Maruti Baleno ZETA 1.2 K12,Hyderabad,2018,"40,509",Petrol,1st,"6,19,192"
Hyundai i20 SPORTZ 1.2 O,Hyderabad,2010,"53,951",Petrol,2nd,"3,62,999"
Hyundai Accent EXECUTIVE,Hyderabad,2009,"82,380",Petrol,2nd,"2,09,199"
Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2016,"69,673",Petrol,1st,"5,31,299"
Maruti Alto 800 LXI,Hyderabad,2015,"78,626",Petrol,1st,"2,53,199"
Hyundai Santro Xing GLS,Hyderabad,2007,"1,18,115",Petrol,1st,"2,02,199"
Maruti S Cross ZETA 1.3,Hyderabad,2017,"1,20,416",Diesel,1st,"7,32,231"
Maruti Vitara Brezza ZDI PLUS DUAL TONE,Hyderabad,2018,"1,08,085",Diesel,1st,"8,71,799"
Hyundai Eon D LITE PLUS,Hyderabad,2015,"27,722",Petrol,2nd,"2,69,499"
Maruti Zen Estilo LXI,Hyderabad,2010,"24,792",Petrol,2nd,"2,14,399"
Maruti Alto LXI,Hyderabad,2010,"16,446",Petrol,2nd,"1,91,999"
Maruti Alto 800 LXI,Hyderabad,2012,"44,068",Petrol,2nd,"2,39,499"
Renault Kwid RXT,Hyderabad,2015,"23,469",Petrol,1st,"2,69,499"
Maruti Alto 800 LXI,Hyderabad,2017,"7,828",Petrol,1st,"3,06,799"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Hyderabad,2017,"23,663",Petrol,2nd,"4,57,599"
Honda Brio 1.2 S MT I VTEC,Hyderabad,2013,"40,362",Petrol,2nd,"3,55,699"
Hyundai Eon MAGNA PLUS BLUE DRIVE,Hyderabad,2013,"32,842",Petrol + LPG,2nd,"2,47,799"
Hyundai i20 SPORTZ 1.2 VTVT,Hyderabad,2012,"51,853",Petrol,1st,"3,73,999"
Hyundai Elite i20 MAGNA 1.2,Hyderabad,2014,"29,094",Petrol,1st,"4,74,699"
Hyundai i10 MAGNA 1.2,Hyderabad,2009,"27,034",Petrol,1st,"2,63,099"
Hyundai Eon ERA PLUS,Hyderabad,2012,"29,777",Petrol,1st,"2,32,399"
Volkswagen Ameo COMFORTLINE 1.2,Hyderabad,2016,"21,786",Petrol,1st,"4,35,499"
Hyundai i20 SPORTZ 1.2 VTVT,Hyderabad,2014,"18,147",Petrol,1st,"4,59,499"
Hyundai i10 SPORTZ 1.2 KAPPA2,Hyderabad,2012,"45,099",Petrol,1st,"3,33,699"
Maruti Alto K10 VXI,Hyderabad,2012,"29,160",Petrol,1st,"2,47,199"
Maruti Wagon R 1.0 VXI,Hyderabad,2016,"23,886",Petrol,1st,"3,85,299"
Maruti Swift Dzire VDI BS IV,Hyderabad,2016,"3,625",Diesel,1st,"6,24,799"
Maruti Wagon R 1.0 VXI,Hyderabad,2015,"24,990",Petrol,1st,"3,55,899"
Hyundai Eon D LITE PLUS,Hyderabad,2013,"27,748",Petrol,1st,"2,19,099"
Hyundai Eon ERA PLUS,Hyderabad,2018,"12,578",Petrol,1st,"3,30,999"
Maruti Dzire VXI,Hyderabad,2020,"5,022",Petrol,1st,"6,71,299"
Maruti Alto LXI,Hyderabad,2012,"25,402",Petrol,1st,"2,67,699"
Maruti Wagon R 1.0 VXI,Hyderabad,2012,"14,631",Petrol,1st,"3,33,299"
Maruti Wagon R Stingray VXI,Hyderabad,2013,"44,137",Petrol,1st,"3,21,999"
Chevrolet Cruze LTZ AT,Hyderabad,2010,"47,145",Diesel,3rd,"3,94,699"
Maruti Wagon R 1.0 VXI,Hyderabad,2014,"41,913",Petrol,1st,"3,58,199"
Hyundai i20 MAGNA 1.2 VTVT,Hyderabad,2012,"53,847",Petrol,1st,"3,55,799"
Hyundai Eon ERA PLUS,Hyderabad,2017,"29,422",Petrol,1st,"3,34,999"
Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2011,"63,370",Petrol,1st,"2,79,899"
Maruti Alto 800 LXI,Hyderabad,2015,"30,214",Petrol,3rd,"2,58,099"
Hyundai NEW SANTRO 1.1 SPORTS AMT,Hyderabad,2019,"4,852",Petrol,1st,"5,46,099"
Maruti Wagon R 1.0 VXI,Hyderabad,2015,"53,312",Petrol,1st,"3,42,699"
Maruti Swift VXI,Hyderabad,2014,"36,758",Petrol,2nd,"4,23,699"
Ford Ecosport 1.5 TITANIUM TI VCT AT,Hyderabad,2013,"44,980",Petrol,1st,"5,17,899"
Hyundai Grand i10 MAGNA 1.2 VTVT,Hyderabad,2019,"12,988",Petrol,2nd,"5,02,999"
Nissan Micra XE DIESEL,Hyderabad,2013,"50,151",Diesel,1st,"2,96,299"
Maruti Swift Dzire ZXI 1.2 BS IV,Hyderabad,2016,"15,906",Petrol,1st,"5,90,499"
Honda City V MT PETROL,Hyderabad,2010,"51,549",Petrol,1st,"3,78,899"
Maruti Wagon R 1.0 VXI,Hyderabad,2014,"40,694",Petrol,1st,"3,38,199"
Hyundai Eon ERA PLUS,Hyderabad,2016,"40,681",Petrol,1st,"2,70,999"
Volkswagen Vento HIGHLINE PETROL,Hyderabad,2011,"64,623",Petrol,2nd,"3,25,999"
Maruti Swift VXI,Hyderabad,2013,"59,025",Petrol,1st,"4,34,999"
Maruti Wagon R 1.0 LXI,Hyderabad,2016,"37,735",Petrol,2nd,"3,56,499"
Maruti Wagon R 1.0 VXI,Hyderabad,2016,"39,789",Petrol,1st,"3,87,699"
Maruti Wagon R 1.0 LXI,Hyderabad,2011,"63,165",Petrol,1st,"3,07,099"
Maruti Baleno ZETA 1.2 K12,Hyderabad,2017,"25,423",Petrol,1st,"6,12,299"
Maruti Alto LXI,Hyderabad,2008,"61,119",Petrol,1st,"1,45,299"
Maruti Celerio VXI AT,Hyderabad,2015,"38,556",Petrol,2nd,"3,21,399"
Maruti Alto LXI,Hyderabad,2010,"63,438",Petrol,1st,"1,86,999"
Maruti Wagon R 1.0 LXI,Hyderabad,2010,"59,076",Petrol,2nd,"2,39,999"
Maruti Eeco 5 STR WITH AC PLUSHTR,Hyderabad,2019,"8,294",Petrol,1st,"4,09,799"
Maruti Alto 800 VXI,Hyderabad,2015,"47,247",Petrol,1st,"2,95,899"
Maruti Dzire VXI,Hyderabad,2017,"16,497",Petrol,1st,"6,16,699"
Hyundai Grand i10 SPORTZ O 1.2,Hyderabad,2017,"3,915",Petrol,1st,"5,03,499"
Hyundai Grand i10 ASTA 1.2 AT VTVT,Hyderabad,2015,"23,738",Petrol,2nd,"4,92,899"
Hyundai i10 MAGNA,Hyderabad,2008,"45,699",Petrol,1st,"2,40,099"
Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2011,"70,969",Petrol,1st,"3,19,299"
Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2014,"35,103",Petrol,1st,"4,81,399"
Maruti Baleno DELTA 1.2 K12 AMT,Hyderabad,2016,"36,146",Petrol,2nd,"5,56,699"
Maruti Alto 800 LXI OPT,Hyderabad,2017,"4,046",Petrol,1st,"3,19,599"
Maruti Alto K10 VXI,Hyderabad,2018,"13,446",Petrol,1st,"3,51,999"
Maruti Swift VDI,Hyderabad,2012,"66,199",Diesel,2nd,"3,88,099"
Maruti Alto K10 VXI AMT,Hyderabad,2016,"60,866",Petrol,1st,"2,97,899"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Hyderabad,2011,"73,802",Petrol,2nd,"3,45,599"
Hyundai Elite i20 ASTA 1.2 (O),Hyderabad,2016,"24,885",Petrol,1st,"5,65,299"
Maruti Alto 800 LXI,Hyderabad,2019,"20,321",Petrol,1st,"3,11,199"
Hyundai Eon SPORTZ,Hyderabad,2017,"36,012",Petrol,1st,"3,18,899"
Maruti Swift Dzire VDI BS IV,Hyderabad,2016,"31,296",Diesel,1st,"5,76,099"
Maruti Alto K10 VXI AMT,Hyderabad,2015,"49,922",Petrol,1st,"3,03,999"
Hyundai Elite i20 SPORTZ 1.2,Hyderabad,2017,"9,524",Petrol,1st,"6,17,299"
Maruti Alto 800 LXI,Hyderabad,2013,"57,107",Petrol,1st,"2,56,499"
Maruti Wagon R LXI,Hyderabad,2008,"47,386",Petrol,2nd,"1,98,199"
Honda City V CVT,Hyderabad,2017,"26,256",Petrol,1st,"7,79,499"
Maruti Baleno ZETA 1.2 K12,Hyderabad,2016,"22,594",Petrol,1st,"6,30,199"
Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Hyderabad,2018,"31,705",Petrol,1st,"5,98,299"
Maruti Swift VXI 1.3,Hyderabad,2008,"99,835",Petrol,2nd,"2,48,699"
Maruti Vitara Brezza ZDI,Hyderabad,2016,"37,380",Diesel,1st,"7,83,099"
Maruti Dzire VXI,Hyderabad,2017,"33,399",Petrol,1st,"5,69,399"
Maruti A Star VXI,Hyderabad,2009,"69,607",Petrol,1st,"2,00,499"
Renault Kwid RXT,Hyderabad,2017,"44,566",Petrol,1st,"2,93,499"
Mahindra Thar CRDE 4X4 BS IV,Hyderabad,2017,"27,328",Diesel,1st,"7,18,199"
Maruti Swift VXI,Hyderabad,2018,"4,451",Petrol,1st,"5,91,999"
Maruti Eeco 5 STR WITH AC PLUSHTR,Hyderabad,2017,"41,736",Petrol,1st,"3,63,199"
Hyundai Grand i10 SPORTS 1.2 VTVT,Hyderabad,2016,"27,015",Petrol,1st,"4,67,399"
Tata Tiago XT 1.2 REVOTRON,Hyderabad,2017,"41,876",Petrol,1st,"3,37,599"
Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2015,"15,516",Petrol,1st,"5,46,199"
Honda BR-V 1.5 i-VTEC V CVT,Hyderabad,2016,"31,996",Petrol,1st,"6,67,699"
Maruti Wagon R 1.0 LXI,Hyderabad,2010,"75,181",Petrol,1st,"2,65,099"
Maruti Dzire VXI,Hyderabad,2017,"29,192",Petrol,1st,"6,17,399"
Hyundai Santro Xing XO ERLX EURO III,Hyderabad,2007,"72,130",Petrol,1st,"1,64,299"
Maruti Swift VDI,Hyderabad,2016,"51,080",Diesel,2nd,"5,60,699"
Maruti Swift Dzire VXI 1.2 BS IV,Hyderabad,2016,"39,772",Petrol,1st,"5,20,699"
Honda Brio 1.2 S MT I VTEC,Hyderabad,2013,"62,124",Petrol,1st,"3,39,999"
Hyundai i10 SPORTZ 1.1 IRDE2,Hyderabad,2014,"58,303",Petrol,1st,"3,40,699"
Maruti Dzire VDI,Hyderabad,2017,"61,846",Diesel,1st,"6,29,299"
Ford Ecosport 1.5 TITANIUM TI VCT AT,Hyderabad,2014,"57,657",Petrol,1st,"5,56,999"
Maruti Swift ZXI AMT,Hyderabad,2018,"39,712",Petrol,1st,"6,31,999"
Maruti Wagon R 1.0 VXI,Hyderabad,2016,"59,094",Petrol,2nd,"3,36,699"
Maruti OMNI E 8 STR,Hyderabad,2018,"25,568",Petrol,1st,"2,91,499"
Hyundai i10 MAGNA 1.1 LPG,Hyderabad,2013,"64,335",Petrol + LPG,2nd,"2,90,499"
Maruti Baleno ALPHA DDIS 190,Hyderabad,2017,"51,501",Diesel,1st,"6,20,499"
Hyundai Elite i20 SPORTZ 1.2,Hyderabad,2017,"38,526",Petrol,2nd,"5,88,299"
Hyundai Elite i20 1.2 SPORTS PLUS VTVT CVT,Hyderabad,2019,"17,955",Petrol,2nd,"7,22,399"
Honda Jazz 1.2 V AT,Hyderabad,2015,"64,455",Petrol,2nd,"5,04,199"
Maruti Dzire VXI,Hyderabad,2017,"35,440",Petrol,1st,"5,74,599"
Maruti Ertiga ZDI,Hyderabad,2015,"56,634",Diesel,2nd,"6,31,899"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Hyderabad,2011,"78,316",Petrol,1st,"3,32,899"
Maruti Swift ZXI+ BS IV,Hyderabad,2019,"24,966",Petrol,1st,"6,63,199"
Maruti Alto LXI,Hyderabad,2010,"87,230",Petrol,1st,"1,69,699"
Hyundai Elite i20 ASTA 1.2 (O),Hyderabad,2016,"45,903",Petrol,1st,"6,17,899"
Maruti Wagon R Duo LXI LPG,Hyderabad,2008,"99,395",Petrol + LPG,2nd,"1,98,699"
Maruti Swift LDI,Hyderabad,2009,"90,273",Diesel,1st,"2,70,099"
Maruti Swift Dzire ZXI 1.2 BS IV,Hyderabad,2015,"61,803",Petrol,1st,"5,27,399"
Hyundai i10 SPORTZ 1.2,Hyderabad,2009,"88,322",Petrol,1st,"2,48,799"
Hyundai Creta 1.6 SX (O) CRDI,Hyderabad,2016,"59,687",Diesel,1st,"9,51,499"
Volkswagen Ameo HIGHLINE 1.2,Hyderabad,2016,"56,861",Petrol,2nd,"4,82,499"
Honda City VX CVT PETROL,Hyderabad,2015,"47,555",Petrol,4th,"7,14,499"
Nissan Micra Active XV S,Hyderabad,2016,"62,412",Petrol,1st,"3,27,899"
Maruti Wagon R 1.0 LXI CNG,Hyderabad,2011,"85,435",Petrol + CNG,1st,"2,54,399"
MG HECTOR SHARP HYBIRD PETROL MT,Hyderabad,2019,"26,283",Petrol,2nd,"14,25,199"
Skoda Fabia ELEGANCE 1.6 MPI,Hyderabad,2011,"90,749",Petrol,1st,"2,23,399"
Maruti Ritz VDI,Hyderabad,2012,"80,522",Diesel,1st,"3,08,499"
Honda City V MT PETROL,Hyderabad,2017,"35,805",Petrol,2nd,"7,58,099"
Maruti Swift ZXI AMT,Hyderabad,2018,"38,390",Petrol,1st,"6,41,499"
Hyundai Elite i20 SPORTZ 1.2,Hyderabad,2017,"54,712",Petrol,1st,"5,82,599"
Ford Figo 1.4 TITANIUM DURATORQ,Hyderabad,2013,"72,854",Diesel,2nd,"2,76,999"
Hyundai Creta 1.6 SX (O) CRDI,Hyderabad,2017,"46,793",Diesel,1st,"9,90,599"
Ford Ecosport 1.5TITANIUM TDCI,Hyderabad,2018,"71,483",Diesel,1st,"7,85,099"
Maruti Vitara Brezza VDI,Hyderabad,2019,"38,781",Diesel,1st,"7,90,999"
Maruti Alto LXI CNG,Hyderabad,2012,"80,388",Petrol + CNG,2nd,"2,06,999"
Honda City ZX CVT,Hyderabad,2017,"33,960",Petrol,1st,"9,08,199"
Maruti Swift Dzire VDI OPT,Hyderabad,2017,"57,889",Diesel,1st,"6,32,399"
Maruti Ertiga ZDI PLUS SHVS,Hyderabad,2018,"21,021",Diesel,1st,"9,71,299"
Maruti Swift VDI ABS,Hyderabad,2015,"71,640",Diesel,1st,"5,02,699"
Hyundai Elite i20 SPORTZ 1.2,Hyderabad,2017,"56,895",Petrol,1st,"5,97,599"
Maruti Swift VXI 1.3,Hyderabad,2008,"81,367",Petrol,1st,"2,80,299"
Maruti Vitara Brezza ZDI AMT,Hyderabad,2019,"23,973",Diesel,1st,"9,12,199"
Maruti Wagon R 1.0 LXI CNG,Hyderabad,2011,"1,14,593",Petrol + CNG,2nd,"2,35,299"
Hyundai Creta 1.6 E + VTVT,Hyderabad,2018,"29,221",Petrol,1st,"7,75,499"
Maruti Swift LDI,Hyderabad,2009,"1,00,009",Diesel,1st,"3,01,999"
Maruti Alto 800 LXI,Hyderabad,2015,"77,046",Petrol,1st,"2,40,099"
Maruti Swift VDI,Hyderabad,2019,"43,074",Diesel,2nd,"6,47,099"
Honda City S MT DIESEL,Hyderabad,2014,"82,735",Diesel,1st,"4,73,199"
Toyota Innova Crysta 2.4 ZX 7 STR,Hyderabad,2017,"80,745",Diesel,1st,"17,09,299"
Maruti Swift Dzire VDI BS IV,Hyderabad,2013,"1,08,673",Diesel,2nd,"4,49,299"
Maruti OMNI E STD,Hyderabad,2018,"36,395",Petrol,1st,"2,80,699"
Skoda Rapid ELEGANCE 1.6 TDI MT,Hyderabad,2012,"1,34,290",Diesel,2nd,"3,38,299"
Toyota Etios V,Hyderabad,2011,"1,03,749",Petrol,3rd,"3,21,499"
Maruti Alto K10 VXI,Hyderabad,2011,"95,281",Petrol,2nd,"1,85,799"
Maruti Wagon R 1.0 LXI CNG,Hyderabad,2012,"86,601",Petrol + CNG,1st,"3,10,099"
Maruti Baleno ZETA 1.2 K12,Hyderabad,2017,"62,516",Petrol,1st,"5,83,399"
Maruti Swift Dzire VDI BS IV,Hyderabad,2014,"81,540",Diesel,1st,"5,13,799"
Maruti Baleno DELTA 1.2 K12,Hyderabad,2017,"75,980",Petrol,1st,"5,50,899"
Hyundai i10 SPORTZ 1.2 KAPPA2,Hyderabad,2013,"82,669",Petrol,1st,"3,21,899"
Maruti Swift ZDI,Hyderabad,2018,"65,207",Diesel,1st,"6,84,199"
Maruti Swift Dzire ZXI 1.2 BS IV,Hyderabad,2015,"90,617",Petrol,2nd,"5,33,299"
Maruti Ertiga VDI ABS,Hyderabad,2014,"86,775",Diesel,2nd,"6,42,099"
Maruti Swift VDI ABS,Hyderabad,2015,"1,14,221",Diesel,1st,"4,41,399"
Volkswagen Polo HIGHLINE1.2L DIESEL,Hyderabad,2013,"95,634",Diesel,2nd,"4,01,399"
