,Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
37,Renault Kwid RXT 1.0 EASY-R  AT,Mumbai,2016,"20,320",Petrol,1st,"3,60,399"
38,Maruti Wagon R 1.0 VXI,Mumbai,2012,"25,748",Petrol,2nd,"2,70,599"
39,Maruti Alto 800 LXI,Mumbai,2013,"36,374",Petrol,1st,"2,42,699"
40,Maruti Celerio VXI AMT,Mumbai,2014,"32,033",Petrol,1st,"3,91,099"
41,Maruti Swift ZXI,Mumbai,2012,"50,581",Petrol,1st,"4,06,299"
42,Honda Brio 1.2 S MT I VTEC,Mumbai,2013,"44,622",Petrol,1st,"2,81,999"
43,Maruti Swift VXI,Mumbai,2014,"35,965",Petrol,1st,"3,88,499"
44,Renault Kwid RXL,Mumbai,2016,"27,792",Petrol,2nd,"2,72,399"
45,Maruti Alto 800 LXI,Mumbai,2012,"45,103",Petrol,1st,"2,55,499"
46,Maruti Wagon R 1.0 VXI,Mumbai,2014,"32,498",Petrol,2nd,"2,78,899"
47,Honda Brio 1.2 V MT I VTEC,Mumbai,2012,"33,456",Petrol,2nd,"3,55,399"
48,Maruti Alto K10 VXI,Mumbai,2018,"6,082",Petrol,1st,"3,49,699"
49,Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2013,"39,040",Petrol,1st,"2,99,099"
50,Maruti Swift VXI,Mumbai,2012,"47,260",Petrol,1st,"3,64,799"
51,Hyundai i20 SPORTZ 1.2 O,Mumbai,2011,"36,791",Petrol,2nd,"3,21,499"
52,Toyota Etios Liva GD,Mumbai,2012,"51,484",Diesel,1st,"3,01,599"
53,Maruti Alto 800 VXI,Mumbai,2016,"19,176",Petrol,1st,"2,91,599"
54,Maruti Wagon R 1.0 LXI,Mumbai,2012,"48,921",Petrol,1st,"2,69,699"
55,Hyundai i10 MAGNA 1.2,Mumbai,2010,"49,048",Petrol,1st,"1,92,699"
56,Maruti Wagon R 1.0 LXI,Mumbai,2013,"24,065",Petrol,1st,"3,12,999"
57,Hyundai Grand i10 SPORTS 1.2 VTVT,Mumbai,2015,"9,307",Petrol,1st,"4,17,699"
58,Maruti Alto K10 LXI,Mumbai,2011,"43,815",Petrol,2nd,"1,78,199"
59,Maruti Wagon R 1.0 VXI,Mumbai,2011,"36,253",Petrol,1st,"2,68,699"
60,Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2011,"32,101",Petrol,1st,"2,25,599"
61,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Mumbai,2015,"34,885",Petrol,1st,"4,38,299"
