,Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
285,Hyundai i10 SPORTZ 1.2 KAPPA2,Delhi,2010,"1,16,871",Petrol,1st,"2,23,099"
286,Maruti Swift VDI ABS,Delhi,2015,"91,461",Diesel,1st,"4,05,299"
287,Hyundai Elite i20 SPORTZ 1.4,Delhi,2016,"1,05,733",Diesel,1st,"4,94,499"
288,Maruti Swift VDI ABS,Delhi,2015,"97,868",Diesel,1st,"4,19,899"
289,Maruti Ritz VXI BS IV,Delhi,2010,"1,61,419",Petrol,2nd,"2,03,599"
290,Maruti Alto K10 VXI,Delhi,2015,"1,29,709",Petrol,1st,"2,61,899"
291,Hyundai Verna FLUIDIC 1.6 SX CRDI,Delhi,2012,"1,15,457",Diesel,1st,"3,47,699"
292,Maruti Swift VDI ABS,Delhi,2015,"1,22,762",Diesel,1st,"3,61,699"
293,Maruti Swift LDI O,Delhi,2015,"1,14,204",Diesel,1st,"3,59,799"
294,Mahindra XUV500 W8 FWD,Delhi,2015,"84,778",Diesel,2nd,"7,08,499"
295,Maruti Swift VDI ABS,Delhi,2015,"1,22,515",Diesel,1st,"3,97,599"
296,Maruti Swift VDI,Delhi,2013,"1,07,134",Diesel,1st,"2,99,199"
297,Honda City S MT PETROL,Delhi,2010,"1,42,754",Petrol,3rd,"3,09,299"
298,Maruti Swift Dzire ZDI,Delhi,2013,"1,10,484",Diesel,1st,"3,77,299"
299,Maruti Vitara Brezza ZDI,Delhi,2016,"1,01,529",Diesel,1st,"6,28,699"
300,Maruti Swift VDI ABS,Delhi,2015,"1,13,889",Diesel,1st,"4,17,599"
301,Maruti Swift Dzire VDI BS IV,Delhi,2014,"96,978",Diesel,1st,"3,98,999"
302,Hyundai i20 MAGNA 1.2 VTVT,Delhi,2009,"1,78,363",Petrol,1st,"2,57,499"
303,Mahindra XUV500 W10 FWD,Delhi,2017,"93,769",Diesel,1st,"9,74,299"
304,Toyota Etios Liva GD,Delhi,2013,"1,10,645",Diesel,1st,"3,04,699"
305,Maruti Ritz LDI,Delhi,2012,"1,01,187",Diesel,2nd,"2,04,899"
306,Hyundai Elite i20 MAGNA 1.4 CRDI,Delhi,2015,"1,06,123",Diesel,1st,"4,78,099"
307,Mahindra XUV500 W10 FWD,Delhi,2017,"92,937",Diesel,1st,"11,12,299"
308,Maruti Ritz VDI,Delhi,2012,"1,22,524",Diesel,1st,"2,25,499"
309,Maruti Vitara Brezza VDI,Delhi,2016,"1,11,613",Diesel,1st,"5,35,599"
310,Maruti Swift VDI,Delhi,2012,"89,318",Diesel,1st,"2,91,699"
311,Maruti Swift VDI,Delhi,2014,"1,15,512",Diesel,2nd,"3,55,799"
312,Hyundai Elite i20 MAGNA 1.4 CRDI,Delhi,2015,"1,10,531",Diesel,1st,"4,16,499"
313,Maruti Swift VDI,Delhi,2012,"1,20,187",Diesel,2nd,"2,92,399"
314,Maruti Ritz VDI,Delhi,2012,"1,23,546",Diesel,1st,"2,15,699"
315,Hyundai Elite i20 ASTA 1.2,Delhi,2015,"1,10,977",Petrol,2nd,"4,74,099"
316,Maruti Swift Dzire VDI BS IV,Delhi,2014,"1,44,247",Diesel,1st,"3,77,599"
317,Maruti Swift VDI,Delhi,2014,"1,09,180",Diesel,1st,"3,57,899"
318,Renault Scala RXZ,Delhi,2013,"1,03,633",Diesel,1st,"2,84,199"
319,Maruti Swift VDI ABS,Delhi,2015,"1,08,083",Diesel,1st,"4,23,299"
320,Hyundai i20 SPORTZ 1.4 CRDI,Delhi,2013,"1,14,943",Diesel,2nd,"3,44,599"
321,Maruti Swift VDI ABS,Delhi,2015,"1,07,563",Diesel,1st,"4,31,999"
322,Toyota Corolla Altis GL,Delhi,2015,"79,084",Petrol,2nd,"8,13,099"
323,Maruti Swift Dzire VDI BS IV,Delhi,2012,"1,14,962",Diesel,1st,"3,32,299"
324,Honda City VX MT O DIESEL,Delhi,2015,"1,02,442",Diesel,2nd,"5,49,599"
325,Maruti Alto 800 LXI,Delhi,2012,"1,26,375",Petrol,2nd,"1,97,599"
326,Skoda Rapid AMBITION 1.6 MPI MT PLUS,Delhi,2014,"1,34,412",Petrol,1st,"3,31,999"
327,Skoda Rapid 1.6 TDI MT AMBITION,Delhi,2012,"1,82,075",Diesel,1st,"2,52,399"
328,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Delhi,2018,"78,027",Diesel,2nd,"10,90,899"
329,Toyota Innova 2.5 GX 8 STR BS IV,Delhi,2015,"76,940",Diesel,2nd,"7,11,199"
330,Toyota Innova 2.5 VX 7 STR BS IV,Delhi,2015,"73,147",Diesel,2nd,"8,48,499"
331,Ford Ecosport 1.5 AMBIENTE TDCI,Delhi,2015,"1,22,227",Diesel,2nd,"4,76,599"
332,Hyundai i20 SPORTZ 1.4 CRDI,Delhi,2012,"1,41,069",Diesel,1st,"2,79,899"
333,Toyota Corolla Altis D 4D J,Delhi,2012,"1,05,865",Diesel,1st,"3,71,199"
334,Toyota Etios GD,Delhi,2012,"1,21,820",Diesel,1st,"2,79,399"
335,Maruti Swift VDI,Delhi,2013,"1,13,429",Diesel,1st,"3,38,399"
336,Maruti Ritz VXI BS IV,Delhi,2011,"1,15,774",Petrol,1st,"3,04,799"
337,Renault Duster 85 PS RXE,Delhi,2014,"1,05,137",Diesel,2nd,"3,73,599"
338,Hyundai i10 MAGNA 1.2 KAPPA2,Delhi,2010,"1,16,941",Petrol,1st,"2,30,799"
339,Maruti Vitara Brezza ZDI PLUS,Delhi,2017,"1,02,689",Diesel,1st,"6,89,799"
340,Honda Amaze 1.5 SMT I DTEC,Delhi,2014,"1,41,685",Diesel,1st,"3,01,999"
341,Hyundai Verna FLUIDIC 1.6 SX CRDI,Delhi,2013,"1,34,080",Diesel,1st,"3,73,999"
342,Hyundai Verna FLUIDIC 1.6 EX CRDI,Delhi,2012,"1,32,589",Diesel,1st,"3,70,899"
343,Maruti Swift LDI BS IV,Delhi,2014,"1,21,360",Diesel,2nd,"2,92,599"
344,Toyota Etios Liva D 4D GD SP,Delhi,2014,"1,34,058",Diesel,2nd,"3,30,799"
345,Ford Ecosport 1.5 TREND TDCI,Delhi,2014,"1,21,293",Diesel,1st,"4,53,899"
346,Maruti Swift Dzire VDI BS IV,Delhi,2013,"1,56,670",Diesel,1st,"3,57,099"
347,Maruti Swift Dzire VDI BS IV,Delhi,2013,"1,29,364",Diesel,1st,"3,35,899"
348,Hyundai Grand i10 MAGNA 1.2 VTVT,Delhi,2013,"1,27,420",Petrol,1st,"3,08,499"
349,Maruti Swift VDI,Delhi,2013,"1,18,272",Diesel,3rd,"3,36,299"
350,Honda CRV 2.0 MT,Delhi,2008,"1,91,022",Petrol,1st,"4,50,099"
351,Maruti Ertiga VXI,Delhi,2013,"1,48,604",Petrol,1st,"4,29,999"
352,Maruti Swift VDI,Delhi,2012,"1,29,639",Diesel,1st,"2,91,999"
353,Toyota Etios Liva GD,Delhi,2012,"1,60,408",Diesel,1st,"2,59,999"
354,Maruti Wagon R 1.0 VXI,Delhi,2013,"1,03,766",Petrol,1st,"2,86,199"
355,Maruti Swift ZDI,Delhi,2012,"1,36,016",Diesel,1st,"3,09,699"
356,Hyundai Creta 1.6 SX CRDI,Delhi,2015,"88,375",Diesel,1st,"7,44,299"
357,Maruti Swift VDI,Delhi,2012,"1,42,099",Diesel,1st,"2,83,299"
358,Hyundai i20 SPORTZ 1.4 CRDI,Delhi,2012,"1,39,216",Diesel,1st,"2,60,399"
359,Maruti Swift ZDI,Delhi,2013,"1,41,309",Diesel,1st,"3,28,499"
360,Maruti Ertiga ZDI,Delhi,2013,"1,67,408",Diesel,1st,"3,91,799"
361,Maruti Swift Dzire VDI BS IV,Delhi,2012,"1,29,390",Diesel,1st,"2,97,999"
362,Mahindra XUV500 W4,Delhi,2014,"1,49,605",Diesel,1st,"4,47,299"
363,Maruti Swift Dzire VDI BS IV,Delhi,2012,"1,27,042",Diesel,1st,"2,87,799"
364,Maruti Swift Dzire ZDI,Delhi,2013,"1,38,136",Diesel,1st,"3,85,999"
365,Maruti Swift VDI,Delhi,2013,"1,44,263",Diesel,2nd,"2,88,299"
366,Maruti Swift Dzire VDI BS IV,Delhi,2013,"1,54,164",Diesel,1st,"3,10,699"
367,Maruti Swift ZDI,Delhi,2012,"1,40,967",Diesel,1st,"2,93,599"
368,Toyota Etios Liva GD,Delhi,2012,"1,33,608",Diesel,1st,"2,45,799"
369,Maruti Swift Dzire LDI BS IV,Delhi,2013,"1,46,512",Diesel,1st,"2,69,699"
370,Maruti Ertiga VDI ABS,Delhi,2013,"1,15,820",Diesel,1st,"4,21,599"
371,Honda City S MT PETROL,Delhi,2010,"1,27,375",Petrol,1st,"3,97,299"
372,Maruti SX4 VDI,Delhi,2011,"1,55,467",Diesel,1st,"1,75,899"
373,Maruti Swift VXI,Delhi,2014,"1,75,425",Petrol + CNG,1st,"3,57,999"
374,Maruti Swift Dzire VDI,Delhi,2013,"1,22,425",Diesel,1st,"4,00,799"
375,Hyundai Verna FLUIDIC 1.6 SX CRDI,Delhi,2013,"1,44,824",Diesel,1st,"4,05,099"
376,Hyundai Grand i10 SPORTZ 1.1 CRDI,Delhi,2013,"1,07,815",Diesel,2nd,"2,83,899"
377,Maruti Swift ZDI,Delhi,2012,"1,36,700",Diesel,1st,"3,16,299"
378,Maruti Swift VDI,Delhi,2014,"1,17,196",Diesel,1st,"3,22,399"
379,Maruti Swift VDI,Delhi,2012,"1,56,680",Diesel,1st,"2,83,899"
380,Maruti Swift ZDI,Delhi,2014,"1,22,254",Diesel,2nd,"3,96,299"
381,Hyundai Eon ERA PLUS,Delhi,2013,"1,13,657",Petrol,2nd,"2,25,899"
382,Maruti Swift Dzire VDI BS IV,Delhi,2012,"1,28,836",Diesel,1st,"2,91,299"
383,Maruti Swift Dzire LDI BS IV,Delhi,2013,"1,22,165",Diesel,1st,"2,53,499"
384,Maruti Ritz VXI BS IV,Delhi,2013,"2,10,854",Petrol,1st,"2,62,799"
385,Toyota Innova 2.5 VX 8 STR BS IV,Delhi,2014,"69,781",Diesel,1st,"9,73,699"
386,Toyota Innova 2.5 VX 7 STR BS IV,Delhi,2015,"1,11,562",Diesel,1st,"8,56,299"
387,Hyundai Elite i20 SPORTZ 1.4,Delhi,2017,"1,48,526",Diesel,1st,"4,97,099"
388,Maruti Swift Dzire ZDI,Delhi,2013,"1,17,879",Diesel,1st,"3,80,599"
389,Maruti Ciaz VDI+ SHVS,Delhi,2015,"1,61,213",Diesel,1st,"4,87,899"
390,Toyota Etios Liva G,Delhi,2014,"1,76,778",Petrol,2nd,"3,12,599"
391,Maruti Swift VDI,Delhi,2012,"2,41,361",Diesel,1st,"3,34,199"
392,Renault Scala RXZ,Delhi,2013,"2,19,642",Diesel,1st,"2,59,799"
393,Maruti Alto K10 VXI,Delhi,2013,"63,758",Petrol,3rd,"2,21,599"
394,Ford Ecosport 1.5 AMBIENTE TDCI,Delhi,2013,"1,88,137",Diesel,1st,"3,99,399"
395,Mahindra Scorpio S10,Delhi,2015,"1,30,028",Diesel,1st,"8,54,899"
396,Toyota Corolla Altis D 4D J,Delhi,2015,"1,32,201",Diesel,1st,"6,98,499"
397,Volkswagen Vento HIGHLINE DIESEL,Delhi,2013,"1,92,715",Diesel,1st,"3,71,699"
398,Toyota Etios GD,Delhi,2012,"1,97,898",Diesel,1st,"2,80,699"
399,Toyota Etios Liva GD,Delhi,2013,"1,26,989",Diesel,1st,"3,11,399"
400,Toyota Innova Crysta 2.4 GX 7 STR,Delhi,2017,"1,33,126",Diesel,2nd,"11,74,099"
401,Maruti Wagon R 1.0 LXI,Delhi,2015,"2,23,583",Petrol,1st,"2,10,199"
402,Mahindra XUV500 W10,Delhi,2015,"1,13,208",Diesel,1st,"8,39,699"
403,Toyota Innova 2.5 VX 8 STR BS IV,Delhi,2014,"82,096",Diesel,1st,"9,75,699"
404,Maruti Vitara Brezza VDI,Delhi,2018,"1,12,230",Diesel,1st,"6,71,399"
405,Toyota Fortuner 3.0 AT 4X2,Delhi,2012,"1,85,598",Diesel,1st,"10,18,299"
406,Toyota Innova 2.5 GX 7 STR BS IV,Delhi,2013,"1,95,338",Diesel,1st,"6,05,599"
407,Toyota Fortuner 3.0 MT 4X2,Delhi,2012,"1,45,197",Diesel,1st,"11,30,299"
408,Toyota Fortuner 3.0 MT 4X4,Delhi,2012,"1,94,439",Diesel,1st,"10,50,799"
409,Toyota Innova 2.5 GX 7 STR BS IV,Delhi,2013,"2,87,219",Diesel,1st,"6,61,099"
410,Toyota Innova 2.5 VX 8 STR BS IV,Delhi,2014,"84,036",Diesel,1st,"8,61,999"
411,Maruti Dzire LXI,Delhi,2020,800,Petrol,1st,"5,96,899"
412,Maruti Alto LXI,Delhi,2010,"14,455",Petrol,1st,"1,78,299"
413,Maruti Alto 800 LXI,Delhi,2017,"9,527",Petrol,1st,"2,88,999"
414,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Delhi,2017,"15,673",Petrol,1st,"4,35,699"
415,Chevrolet Sail 1.3 LS ABS,Delhi,2013,"49,094",Diesel,1st,"1,73,099"
416,Maruti Alto K10 LXI,Delhi,2017,"32,669",Petrol,1st,"2,71,499"
417,Maruti Baleno DELTA 1.2 K12,Delhi,2019,"5,631",Petrol,1st,"5,87,999"
418,Maruti Wagon R 1.0 LXI,Delhi,2012,"39,131",Petrol,1st,"2,21,299"
419,Maruti Swift VXI,Delhi,2015,"56,548",Petrol,1st,"3,73,099"
420,Maruti Alto 800 LXI,Delhi,2013,"64,338",Petrol,1st,"1,89,499"
421,Skoda Fabia AMBIENTE 1.2 MPI,Delhi,2011,"50,501",Petrol,1st,"1,96,899"
422,Maruti Alto K10 VXI,Delhi,2012,"63,678",Petrol,1st,"2,04,999"
423,Hyundai i20 ASTA 1.2,Delhi,2011,"61,798",Petrol,2nd,"2,33,299"
424,Maruti Swift VXI,Delhi,2015,"73,115",Petrol,1st,"3,91,999"
425,Maruti Ritz LDI,Delhi,2012,"84,084",Diesel,2nd,"1,93,399"
426,Mahindra XUV500 W8 FWD,Delhi,2014,"64,950",Diesel,2nd,"5,62,199"
427,Maruti SX4 VXI,Delhi,2008,"76,195",Petrol,1st,"1,99,799"
428,Maruti Vitara Brezza ZDI,Delhi,2016,"54,460",Diesel,1st,"7,08,599"
429,Honda City ZX GXI,Delhi,2008,"1,02,509",Petrol,1st,"1,62,199"
430,Maruti Baleno ALPHA DDIS 190,Delhi,2017,"76,217",Diesel,2nd,"5,36,999"
431,Hyundai Creta 1.6 SX (O) CRDI,Delhi,2015,"24,325",Diesel,1st,"9,67,299"
432,Maruti Swift VXI,Delhi,2009,"96,354",Petrol,2nd,"2,24,499"
433,Maruti Ritz VXI GENUS,Delhi,2010,"1,08,338",Petrol,1st,"2,22,599"
434,Honda City S MT PETROL,Delhi,2011,"1,36,865",Petrol,1st,"3,11,399"
435,Maruti Ertiga ZDI,Delhi,2012,"1,20,093",Diesel,2nd,"3,64,299"
436,Hyundai Eon ERA PLUS,Delhi,2013,"1,13,870",Petrol,1st,"2,36,699"
437,Skoda Yeti AMBITION 2.0 TDI 4X2,Delhi,2012,"1,43,322",Diesel,1st,"3,15,599"
438,Maruti Swift Dzire LDI BS IV,Delhi,2014,"1,06,923",Diesel,2nd,"3,02,799"
439,Maruti Swift VDI,Delhi,2014,"1,32,904",Diesel,1st,"3,04,599"
440,Hyundai Creta 1.6 SX CRDI,Delhi,2015,"1,26,315",Diesel,1st,"7,04,199"
441,Mahindra Quanto C2,Delhi,2013,"50,181",Diesel,1st,"2,52,999"
442,Maruti Alto K10 VXI,Delhi,2011,"11,886",Petrol,1st,"2,14,099"
443,Maruti Swift Dzire VDI BS IV,Delhi,2012,"19,010",Diesel,1st,"3,60,699"
444,Maruti Alto 800 LXI,Delhi,2017,"18,113",Petrol,1st,"2,83,799"
445,Renault Kwid RXT,Delhi,2016,"14,463",Petrol,1st,"2,63,499"
446,Maruti Alto 800 LXI,Delhi,2018,"10,123",Petrol,1st,"2,83,199"
447,Maruti Alto LXI,Delhi,2011,"13,966",Petrol,1st,"1,65,999"
448,Maruti Swift Dzire VDI ABS,Delhi,2015,"26,090",Diesel,1st,"4,56,299"
449,Maruti Swift Dzire VXI 1.2 BS IV,Delhi,2012,"17,218",Petrol,1st,"3,67,199"
450,Hyundai Eon D LITE PLUS,Delhi,2012,"21,998",Petrol,1st,"1,98,999"
451,Maruti Alto K10 VXI,Delhi,2013,"36,750",Petrol,1st,"2,31,599"
452,Hyundai i20 MAGNA O 1.2,Delhi,2011,"44,007",Petrol,1st,"2,58,999"
453,Maruti Swift Dzire VXI 1.2 BS IV,Delhi,2012,"10,150",Petrol,1st,"3,51,799"
454,Volkswagen Vento HIGHLINE PETROL AT,Delhi,2011,"46,475",Petrol,3rd,"2,82,999"
455,Maruti Alto K10 LXI CNG (O),Delhi,2019,"10,938",Petrol + CNG,1st,"3,78,699"
456,Maruti Swift ZDI,Delhi,2013,"24,022",Diesel,1st,"4,19,199"
457,Maruti Swift ZXI,Delhi,2012,"15,538",Petrol,1st,"4,57,899"
458,Maruti Swift VDI,Delhi,2013,"11,019",Diesel,1st,"3,87,199"
459,Maruti Alto VXI,Delhi,2021,"1,473",Petrol,1st,"3,99,999"
460,Hyundai Eon ERA PLUS,Delhi,2014,"44,012",Petrol,1st,"2,09,999"
461,Hyundai Eon ERA PLUS,Delhi,2016,"14,776",Petrol,1st,"2,71,599"
462,Hyundai Santro Xing GL PLUS,Delhi,2013,"43,540",Petrol,1st,"2,31,899"
463,Maruti Swift LXI,Delhi,2012,"40,551",Petrol,1st,"3,17,599"
464,Volkswagen Polo HIGHLINE1.2L PETROL,Delhi,2013,"38,905",Petrol,1st,"3,09,999"
465,Maruti Wagon R 1.0 VXI,Delhi,2011,"66,014",Petrol,1st,"1,71,999"
466,Chevrolet Cruze LT,Delhi,2012,"27,540",Diesel,1st,"3,52,299"
467,Maruti A Star LXI,Delhi,2011,"53,953",Petrol,1st,"1,90,799"
468,Hyundai i10 MAGNA 1.2 KAPPA2,Delhi,2012,"34,236",Petrol,2nd,"2,51,699"
469,Maruti Alto 800 LXI,Delhi,2014,"31,745",Petrol,1st,"2,62,999"
470,Hyundai Eon ERA PLUS,Delhi,2015,"22,781",Petrol,2nd,"2,34,799"
471,Hyundai Grand i10 SPORTS 1.2 VTVT,Delhi,2017,"23,402",Petrol,1st,"4,55,899"
472,Renault Kwid RXL,Delhi,2016,"20,114",Petrol,1st,"2,84,999"
473,Maruti Wagon R 1.0 VXI,Delhi,2014,"29,007",Petrol,1st,"2,87,799"
474,Maruti Baleno DELTA 1.2 K12,Delhi,2020,"3,920",Petrol,1st,"6,38,599"
475,Maruti Swift VDI,Delhi,2013,"39,124",Diesel,1st,"3,07,199"
476,Renault Kwid RXL1.0 EASY-R AT,Delhi,2017,"32,258",Petrol,1st,"2,94,599"
477,Maruti Alto 800 VXI,Delhi,2017,"12,676",Petrol,2nd,"2,77,899"
478,Maruti Alto 800 LXI,Delhi,2013,"39,052",Petrol,2nd,"2,18,399"
479,Maruti Wagon R 1.0 VXI,Delhi,2011,"46,102",Petrol,1st,"2,42,699"
480,Maruti Baleno DELTA 1.2 K12,Delhi,2016,"35,013",Petrol,1st,"4,65,799"
481,Maruti Wagon R 1.0 LXI,Delhi,2012,"35,039",Petrol,2nd,"2,40,199"
482,Renault Kwid RXT Opt,Delhi,2015,"23,757",Petrol,1st,"1,98,699"
483,Maruti Swift Dzire VXI,Delhi,2010,"43,284",Petrol,2nd,"2,60,499"
484,Honda Jazz 1.2 BASE I VTEC,Delhi,2011,"62,664",Petrol,3rd,"2,35,999"
485,Hyundai Verna FLUIDIC 1.6 SX CRDI,Delhi,2012,"52,369",Diesel,1st,"3,72,899"
486,Mahindra Kuv100 K4 6 STR,Delhi,2016,"28,640",Petrol,1st,"3,28,099"
487,Honda City S MT PETROL,Delhi,2014,"46,426",Petrol,2nd,"4,58,499"
488,Hyundai i10 ERA 1.1 IRDE,Delhi,2012,"44,814",Petrol,1st,"2,53,099"
489,Maruti Swift LDI BS IV,Delhi,2013,"44,029",Diesel,1st,"3,22,299"
490,Ford Figo Aspire 1.2 TREND PETROL,Delhi,2015,"28,775",Petrol,1st,"4,08,799"
491,Maruti A Star VXI ABS AT,Delhi,2010,"24,699",Petrol,1st,"2,20,699"
492,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Delhi,2014,"35,238",Petrol,1st,"3,61,099"
493,Maruti Baleno DELTA 1.2 K12,Delhi,2019,"13,156",Petrol,1st,"5,82,699"
494,Maruti Swift VXI,Delhi,2018,"11,550",Petrol,1st,"5,36,599"
495,Hyundai Eon ERA PLUS,Delhi,2017,"23,800",Petrol,1st,"2,75,099"
496,Datsun Redi Go T (O),Delhi,2016,"28,840",Petrol,1st,"2,08,099"
497,Maruti Celerio ZXI AMT,Delhi,2017,"8,433",Petrol,1st,"4,04,699"
498,Maruti Celerio VXI AMT,Delhi,2016,"17,839",Petrol,1st,"4,06,299"
499,Maruti Swift VXI,Delhi,2011,"28,153",Petrol,1st,"2,78,199"
500,Maruti Alto LX,Delhi,2012,"62,667",Petrol,1st,"1,52,199"
501,Maruti Ritz LXI,Delhi,2010,"45,183",Petrol,1st,"1,96,299"
502,Renault Kwid RXL,Delhi,2018,"32,703",Petrol,1st,"2,74,699"
503,Maruti Ritz LXI,Delhi,2010,"26,740",Petrol,1st,"2,43,299"
504,Maruti New  Wagon-R LXI 1.0 L,Delhi,2019,"4,635",Petrol,1st,"4,19,499"
505,Maruti Swift VXI,Delhi,2012,"34,092",Petrol,1st,"3,18,299"
506,Hyundai Verna FLUIDIC 1.6 SX VTVT OPT AT,Delhi,2013,"43,179",Petrol,1st,"4,78,399"
507,Maruti Alto LXI,Delhi,2010,"47,182",Petrol,1st,"1,40,299"
508,Maruti Alto LXI,Delhi,2010,"25,088",Petrol,2nd,"1,73,599"
509,Datsun Redi Go T (O),Delhi,2017,"27,979",Petrol,1st,"2,02,499"
510,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Delhi,2016,"45,391",Petrol,1st,"3,57,699"
511,Maruti Alto K10 LXI,Delhi,2012,"56,140",Petrol,1st,"1,61,599"
512,Maruti Alto K10 VXI,Delhi,2014,"37,165",Petrol,1st,"2,76,099"
513,Hyundai Eon ERA PLUS,Delhi,2014,"9,693",Petrol,1st,"2,23,499"
514,Maruti Alto 800 LXI,Delhi,2013,"41,465",Petrol,1st,"2,27,199"
515,Honda Jazz 1.2 BASE I VTEC,Delhi,2011,"47,025",Petrol,1st,"2,68,599"
516,Maruti Alto LXI CNG,Delhi,2019,"17,925",Petrol + CNG,1st,"3,76,599"
517,Renault Kwid RXT,Delhi,2016,"31,898",Petrol,1st,"2,44,799"
518,Renault Kwid RXT,Delhi,2015,"18,625",Petrol,1st,"2,31,199"
519,Maruti Swift VDI ABS,Delhi,2016,"48,780",Diesel,2nd,"4,33,899"
520,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Delhi,2013,"43,969",Petrol,1st,"3,95,999"
521,Maruti Swift Dzire VDI BS IV,Delhi,2012,"42,478",Diesel,2nd,"3,36,799"
522,Maruti Alto K10 LXI,Delhi,2012,"42,321",Petrol,1st,"2,12,499"
523,Maruti Eeco 5 STR WITH AC PLUSHTR,Delhi,2014,"44,048",Petrol + CNG,2nd,"1,98,899"
524,Honda Amaze 1.2 SMT I VTEC,Delhi,2017,"23,274",Petrol,1st,"5,12,799"
525,Honda City V MT PETROL,Delhi,2012,"54,643",Petrol,1st,"4,22,099"
526,Maruti Swift ZXI,Delhi,2014,"27,958",Petrol,1st,"3,94,599"
527,Maruti Alto K10 VXI,Delhi,2015,"46,683",Petrol,1st,"2,64,999"
528,Mahindra Kuv100 K4+ D 6 STR,Delhi,2016,"33,368",Diesel,1st,"3,37,599"
529,Hyundai i20 MAGNA O 1.2,Delhi,2012,"52,981",Petrol + CNG,2nd,"3,12,599"
530,Hyundai Verna FLUIDIC 1.4 VTVT,Delhi,2011,"52,897",Petrol + CNG,3rd,"2,87,499"
531,Maruti Baleno DELTA 1.2 K12,Delhi,2020,"6,679",Petrol,1st,"6,16,499"
532,Maruti Swift VDI ABS,Delhi,2015,"54,409",Diesel,1st,"3,87,299"
533,Volkswagen Polo HIGHLINE1.2L PETROL,Delhi,2011,"62,890",Petrol,3rd,"2,29,199"
534,Maruti Swift VXI,Delhi,2013,"43,803",Petrol,1st,"3,44,199"
535,Toyota Etios G,Delhi,2011,"58,806",Petrol,2nd,"2,55,899"
536,Maruti Ertiga VDI ABS,Delhi,2014,"53,854",Diesel,1st,"4,55,999"
537,Maruti Celerio VXI,Delhi,2014,"45,027",Petrol,1st,"2,84,199"
538,Maruti Wagon R 1.0 VXI,Delhi,2015,"19,172",Petrol,1st,"3,08,499"
539,Maruti Swift VXI,Delhi,2015,"23,701",Petrol,1st,"4,06,299"
540,Hyundai i10 MAGNA 1.2 KAPPA2,Delhi,2010,"47,870",Petrol,1st,"2,14,599"
541,Maruti Dzire LXI,Delhi,2019,"6,778",Petrol,1st,"5,75,799"
542,Maruti Baleno DELTA 1.2 K12,Delhi,2020,"5,587",Petrol,1st,"6,06,499"
543,Maruti Alto K10 VXI,Delhi,2015,"39,904",Petrol,1st,"2,50,399"
544,Hyundai Elite i20 ASTA 1.2,Delhi,2015,"21,236",Petrol,1st,"5,51,799"
545,Renault TRIBER 1.0 RXL PETROL,Delhi,2019,"7,704",Petrol,1st,"4,73,499"
546,Hyundai Elite i20 SPORTZ 1.2,Delhi,2015,"46,217",Petrol,1st,"4,58,399"
547,Honda Brio 1.2 S MT I VTEC,Delhi,2015,"26,409",Petrol,1st,"3,65,699"
548,Maruti Dzire VXI,Delhi,2017,"9,562",Petrol,2nd,"4,92,199"
549,MG HECTOR SHARP DCT PETROL,Delhi,2020,"3,207",Petrol,1st,"16,44,199"
550,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Delhi,2017,"9,188",Petrol,1st,"4,35,699"
551,Honda City 1.5 E MT PETROL,Delhi,2016,"31,190",Petrol,1st,"5,43,699"
552,Tata Tiago XT 1.2 REVOTRON,Delhi,2017,"24,648",Petrol,1st,"3,48,699"
553,Mahindra Kuv100 K4+ D 5 STR,Delhi,2016,"45,147",Diesel,1st,"2,77,899"
554,Maruti Celerio VXI AMT,Delhi,2016,"32,914",Petrol,1st,"4,22,799"
555,Hyundai i20 ERA 1.4 CRDI,Delhi,2013,"44,007",Diesel,1st,"2,87,599"
556,Toyota Etios G,Delhi,2014,"47,920",Petrol,1st,"3,49,199"
557,Honda City S MT PETROL,Delhi,2010,"61,159",Petrol,1st,"3,57,599"
558,Maruti Wagon R 1.0 VXI,Delhi,2018,"40,328",Petrol + CNG,2nd,"3,79,799"
559,Honda Amaze 1.5 SMT I DTEC,Delhi,2013,"56,121",Diesel,1st,"2,84,199"
560,Maruti Celerio VXI AMT,Delhi,2015,"27,739",Petrol,1st,"3,46,999"
561,Maruti Celerio ZXI AMT,Delhi,2017,"31,543",Petrol,1st,"3,86,399"
562,Hyundai i10 MAGNA 1.2,Delhi,2010,"29,993",Petrol,1st,"2,13,899"
563,Maruti Swift VXI,Delhi,2010,"47,861",Petrol,1st,"2,59,199"
564,Maruti Baleno SIGMA 1.2 K12,Delhi,2018,"22,411",Petrol,1st,"5,17,099"
565,Maruti Alto 800 LXI CNG,Delhi,2016,"36,308",Petrol + CNG,1st,"3,01,099"
566,Maruti Swift VDI Glory edition,Delhi,2015,"35,499",Diesel,1st,"4,43,099"
567,Mahindra Kuv100 K8 D 5 STR,Delhi,2016,"62,601",Diesel,1st,"3,27,699"
