,Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
212,Hyundai Elite i20 ASTA 1.2,Hyderabad,2015,"1,11,482",Petrol,2nd,"5,13,599"
213,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Hyderabad,2015,"87,171",Diesel,1st,"9,05,899"
214,Volkswagen Polo HIGHLINE1.2L PETROL,Hyderabad,2016,"95,987",Petrol,1st,"5,11,299"
215,Maruti Alto K10 VXI,Hyderabad,2012,"1,03,887",Petrol,1st,"2,14,199"
216,Renault Duster RXL AMT 110 PS,Hyderabad,2016,"1,12,458",Diesel,1st,"5,94,499"
217,Maruti Wagon R Duo LXI LPG,Hyderabad,2010,"1,51,076",Petrol + LPG,2nd,"2,42,299"
218,Maruti Swift VDI,Hyderabad,2012,"1,46,225",Diesel,1st,"3,47,699"
219,Maruti Swift Dzire VDI OPT,Hyderabad,2017,"97,259",Diesel,1st,"6,26,499"
220,Maruti Baleno ALPHA DDIS 190,Hyderabad,2018,"93,565",Diesel,1st,"7,38,299"
221,Maruti Swift VDI,Hyderabad,2012,"1,64,028",Diesel,1st,"3,96,999"
222,Hyundai Verna FLUIDIC 1.6 EX CRDI,Hyderabad,2012,"1,38,713",Diesel,1st,"4,36,799"
223,Maruti Swift VXI,Hyderabad,2014,"1,01,747",Petrol,1st,"4,27,999"
224,Maruti Swift ZDI,Hyderabad,2012,"1,64,757",Diesel,1st,"3,79,199"
225,Ford Figo 1.4 ZXI DURATORQ,Hyderabad,2014,"1,20,930",Diesel,1st,"2,89,699"
226,Maruti Alto 800 LXI,Hyderabad,2012,"1,26,194",Petrol,2nd,"2,41,699"
227,Maruti Alto K10 VXI,Hyderabad,2015,"2,34,522",Petrol,1st,"2,37,999"
228,Maruti Vitara Brezza VDI AMT,Hyderabad,2018,"99,039",Diesel,2nd,"8,07,099"
229,Maruti Baleno ALPHA DDIS 190,Hyderabad,2016,"1,26,738",Diesel,1st,"5,97,899"
230,Maruti Ciaz ZDI,Hyderabad,2015,"1,36,968",Diesel,1st,"5,36,699"
231,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Hyderabad,2016,"1,08,963",Diesel,1st,"9,30,999"
232,Maruti Swift ZDI,Hyderabad,2015,"1,71,277",Diesel,1st,"4,87,099"
233,Maruti Baleno ZETA DDIS 190,Hyderabad,2016,"2,00,759",Diesel,1st,"5,72,499"
234,Hyundai Santro Xing GLS LPG,Hyderabad,2012,"1,29,644",Petrol + LPG,2nd,"2,68,399"
235,Toyota Innova 2.5 GX 7 STR BS IV,Hyderabad,2016,"2,14,144",Diesel,1st,"8,97,999"
236,Maruti Baleno ALPHA 1.2 K12,Hyderabad,2018,"1,42,383",Petrol,1st,"6,31,699"
237,Honda City VX MT PETROL,Hyderabad,2015,"1,21,587",Petrol,1st,"5,89,999"
238,Maruti Dzire VDI,Hyderabad,2017,"1,75,702",Diesel,2nd,"5,96,599"
239,Hyundai Santro Xing GLS LPG,Hyderabad,2009,"93,933",Petrol + LPG,2nd,"1,85,299"
240,Maruti Alto 800 LXI,Hyderabad,2012,"89,758",Petrol,2nd,"1,92,499"
241,Maruti OMNI E STD,Hyderabad,2015,10,Petrol,1st,"2,02,499"
242,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Hyderabad,2015,"40,949",Petrol,1st,"4,42,499"
243,Maruti Wagon R 1.0 LXI CNG,Hyderabad,2011,"59,661",Petrol + CNG,2nd,"3,10,399"
244,Hyundai Eon ERA PLUS,Hyderabad,2017,"34,948",Petrol,2nd,"3,01,499"
245,Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2011,"55,421",Petrol,2nd,"2,56,499"
246,Maruti Wagon R Stingray VXI,Hyderabad,2014,"50,310",Petrol,2nd,"3,84,899"
247,Volkswagen Ameo HIGHLINE 1.2,Hyderabad,2016,"42,970",Petrol,2nd,"4,92,299"
248,Hyundai i10 MAGNA 1.2 KAPPA2,Hyderabad,2010,"78,839",Petrol,2nd,"2,48,899"
249,Maruti OMNI E STD,Hyderabad,2018,"45,120",Petrol,1st,"2,90,499"
